Brand Name,Product,Price,Processor,Memory,Storage,Graphics,Display,OS,Image
Dell,Alienware 16 Area51 Gaming Laptop,$3899.99,Up to Intel Core Ultra 9 275HX,Up to 64 GB,Up to 12 TB, AMD Radeon Graphics ,14 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/179/17914/17914588.jpg
Dell,Inspiron 15 Laptop,$399.99,Up to AMD Ryzen 7 7730U,Up to 16 GB,Up to 1 TB,Intel Graphics ,16 WUXGA Touch screen,Windows 11 Home,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,XPS 16 Laptop,$1999.99,Up to Intel Core Ultra 9 185H,Up to 64 GB,Up to 4 TB,Intel Graphics ,14 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/179/17984/17984446.jpeg
Dell,Inspiron 16 Plus Laptop,$1219.99,Up to Intel Core Ultra 9 185H,Up to 32 GB,Up to 2 TB,NVIDIA GeForce RTX 3050 (6 GB),15.6 FHD,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Inspiron 16 Laptop,$1079.99,Up to Intel Core 7 150U,Up to 16 GB,Up to 1 TB,AMD Radeon 880M Graphics,14 2.2K Touch screen,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Inspiron 16 Laptop,$889.99,Up to AMD Ryzen 7 8840U,Up to 16 GB,Up to 1 TB,AMD Radeon 880M Graphics,14 2.2K Touch screen,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Inspiron 14 Laptop,$849.99,Up to Intel Core 7 150U,Up to 16 GB,Up to 1 TB, AMD Radeon Graphics ,14 2.2K Touch screen,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Inspiron 16 2in1 Laptop,$1389.99,Up to Intel Core Ultra 7 155H,Up to 16 GB,Up to 1 TB,AMD Radeon 680M Graphics,14 WUXGA,Windows 11 Home,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,XPS 14 Laptop,$1539.99,Up to Intel Core Ultra 7 155H,Up to 64 GB,Up to 4 TB,AMD Radeon 680M Graphics,14 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/179/17984/17984446.jpeg
Dell,Pro Max 16 Laptop,$2009.00,Up to Intel Core Ultra 9 285H,Up to 32 GB,Up to 2 TB,AMD Radeon 780M Graphics,14 WUXGA Touch screen,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,G16 Gaming Laptop,$1199.99,Up to Intel Core i9 13900HX,Up to 16 GB,Up to 1 TB,Intel Graphics ,14 WUXGA Touch screen,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/179/17914/17914588.jpg
Dell,Pro Max 14 Laptop,$1839.00,Up to Intel Core Ultra 7 265H,Up to 64 GB,Up to 2 TB,Intel Graphics ,14 WUXGA,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Inspiron 14 Plus Laptop,$1349.99,Up to Intel Core Ultra 7 155H,Up to 32 GB,Up to 1 TB, QualcommÂ® Adrenoâ„¢ GPU ,14 2.2K Touch screen,Windows 11 Home,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Pro 16 Laptop,$1191.04,Up to Intel Core Ultra 7 265U,Up to 64 GB,Up to 1 TB,Intel Graphics ,16 WUXGA,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Inspiron 14 Laptop,$969.99,Up to Qualcomm Snapdragon X Plus ,Up to 16 GB,Up to 1 TB,Intel Graphics ,16 WUXGA,Windows 11 Home,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,14 Plus Laptop,$1329.99,Up to Intel Core Ultra 9 288V,Up to 32 GB,Up to 1 TB,NVIDIA RTX A500 (4 GB),16 WUXGA,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,14 Plus 2in1 Laptop,$1249.99,Up to Intel Core Ultra 9 288V,Up to 32 GB,Up to 1 TB,Intel Arc Graphics ,14 WUXGA Touch screen,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,16 Plus 2in1 Laptop,$1249.99,Up to Intel Core Ultra 9 288V,Up to 32 GB,Up to 1 TB,NVIDIA RTX A500 Laptop GPU (4 GB GDDR6 dedicated),14 diagonal WQXGA touch display,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Inspiron 14 Plus Laptop,$1249.98,Up to Qualcomm Snapdragon X Elite ,Up to 32 GB,Up to 1 TB,Intel Graphics ,14 WUXGA,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Pro 16 Plus Laptop,$1773.80,Up to Intel Core Ultra 7 268V,Up to 32 GB,Up to 1 TB,NVIDIA RTX A500 (4 GB),16 WUXGA,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Latitude 5550 Laptop,$1829.00,Up to Intel Core Ultra 7 165U,Up to 16 GB,Up to 512 GB,NVIDIA RTX A500 (4 GB),14 WUXGA,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Precision 7780 Workstation,$3467.31,Up to Intel Core i9 13950HX,Up to 128 GB,Up to 4 TB,Intel Graphics ,16 WUXGA,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Pro 14 Premium Laptop,$2399.00,Up to Intel Core Ultra 7 268V,Up to 32 GB,Up to 1 TB,NVIDIA RTX A1000 (6 GB),16 WUXGA Touch screen,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Inspiron 14 2in1 Laptop,$947.00,Up to AMD Ryzen 7 8840HS,Up to 16 GB,Up to 1 TB,NVIDIA RTX A500 (4 GB),14 WUXGA Touch screen,Windows 11 Home,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Precision 7680 Workstation,$2499.00,Up to Intel Core i9 13950HX,Up to 128 GB,Up to 4 TB,Intel Arc Graphics ,14 WUXGA,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Latitude 5450 Laptop,$1707.29,Up to Intel Core Ultra 7 165U,Up to 64 GB,Up to 1 TB,NVIDIA RTX 1000 (6 GB),16 WQXGA Touch screen,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Pro Rugged 14 Laptop,$2527.63,Up to Intel Core Ultra 7 165U,Up to 64 GB,Up to 2 TB,AMD Radeon 780M Graphics,16 WUXGA Touch screen,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Precision 5690 Workstation,$2469.98,Up to Intel Core Ultra 9 185H,Up to 64 GB,Up to 4 TB,NVIDIA RTX 2000 Ada (8 GB),16 diagonal WQXGA display,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Pro 14 Laptop,$1232.27,Up to AMD Ryzen AI 7 350,Up to 64 GB,Up to 1 TB,Intel Arc Graphics ,14 WUXGA Touch screen,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Latitude 7350 Laptop or 2in1,$2109.44,Up to Intel Core Ultra 7 165U,Up to 64 GB,Up to 2 TB,NVIDIA RTX A500 (4 GB),16 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Pro 14 Laptop,$1129.52,Up to Intel Core 7 250U,Up to 64 GB,Up to 1 TB,Intel Graphics ,16 WUXGA,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Precision 3591 Workstation,$2517.73,Up to Intel Core Ultra 9 185H,Up to 64 GB,Up to 2 TB,Intel Arc Graphics ,14 WUXGA,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Pro 13 Premium Laptop,$2249.44,Up to Intel Core Ultra 7 268V,Up to 32 GB,Up to 1 TB,Intel Graphics ,14 WUXGA Touch screen,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Alienware x16 R2 Gaming Laptop,$2599.99,Up to Intel Core Ultra 9 185H,Up to 16 GB,Up to 4 TB,AMD Radeon 660M Graphics,16 WUXGA,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Latitude 7450 Laptop or 2in1,$2109.44,Up to Intel Core Ultra 7 165U,Up to 16 GB,Up to 512 GB,Intel Graphics ,14 WUXGA Touch screen,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Alienware m16 R2 Gaming Laptop,$2199.99,Up to Intel Core Ultra 9 185H,Up to 32 GB,Up to 1 TB,AMD Radeon 780M Graphics,14 WUXGA,Windows 11 Home,https://multimedia.bbycastatic.ca/multimedia/products/500x500/179/17914/17914588.jpg
Dell,Pro Rugged 13 Laptop,$5502.19,Up to Intel Core Ultra 7 165H,Up to 64 GB,Up to 2 TB,AMD Radeon 780M Graphics,14 WUXGA Touch screen,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,Precision 3490 Workstation,$1949.00,Up to Intel Core Ultra 7 165H,Up to 32 GB,Up to 1 TB,AMD Radeon 780M Graphics,16 WUXGA,Windows 11 Pro,https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-14-9450-laptop-2-in-1/spi/ng/notebook-latitude-14-9450-2-in-1-wlan-gray-compare-800x550-front.psd?fmt=png-alpha&wid=800&hei=550
Dell,G15 Gaming Laptop,$1149.99,Up to Intel Core i5 13450HX,Up to 8 GB,Up to 512 GB,NVIDIA RTX A1000 (6 GB),16 WUXGA,Windows 11 Home,https://multimedia.bbycastatic.ca/multimedia/products/500x500/179/17914/17914588.jpg
Dell,Precision 3590 Workstation,$1956.97,Up to Intel Core Ultra 7 165H,Up to 64 GB,Up to 2 TB,AMD Radeon 780M Graphics,16 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Pro 14 Plus Laptop or 2in1,$1732.97,Up to Intel Core Ultra 7 268V,Up to 32 GB,Up to 1 TB,Intel Graphics ,16 WUXGA Touch screen,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Inspiron 14 2in1 Laptop,$1249.99,Up to Intel Core 7 150U,Up to 16 GB,Up to 512 GB,Intel UHD Graphics ,15.6 FHD,Windows 11 Home,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Latitude 3550 Laptop,$1005.02,Up to Intel Core i3 1315U,Up to 32 GB,Up to 1 TB,Intel Graphics ,16 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Pro 16 Laptop,$1248.79,Up to AMD Ryzen AI 7 PRO 350,Up to 64 GB,Up to 1 TB,Intel Graphics ,14 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Latitude 7350 Detachable,$2339.00,Up to Intel Core Ultra 7 164U,Up to 32 GB,Up to 1 TB,Intel IrisÂ® Xáµ‰ Graphics ,17.3 FHD,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Pro 13 Plus Laptop or 2in1,$1944.09,Up to Intel Core Ultra 7 268V,Up to 32 GB,Up to 1 TB,Intel UHD Graphics ,14 FHD,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Pro 16 Plus Laptop,$1637.30,Up to AMD Ryzen AI 9 HX PRO 370,Up to 64 GB,Up to 1 TB,Intel Graphics ,16 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Precision 5490 Workstation,$2911.94,Up to Intel Core Ultra 9 185H,Up to 32 GB,Up to 4 TB,Intel Graphics ,16 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Latitude 7650 Laptop,$2150.20,Up to Intel Core Ultra 7 165H,Up to 32 GB,Up to 2 TB,Intel Graphics ,14 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Latitude 7230 Rugged Extreme Tablet,$3869.00,Up to Intel Core i7 1260U,Up to 32 GB,Up to 2 TB,Intel Graphics ,14 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Pro 14 Plus Laptop,$1588.91,Up to AMD Ryzen AI 9 HX PRO 370,Up to 64 GB,Up to 1 TB,Intel Graphics ,14 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Latitude 5455 Laptop,$1344.16,Up to Qualcomm Snapdragon X Plus ,Up to 16 GB,Up to 512 GB,Intel Graphics ,16 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Latitude 3450 Laptop,$958.07,Up to Intel Core Ultra 7 155U,Up to 32 GB,Up to 1 TB,Intel Graphics ,14 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Pro 13 Plus Laptop or 2in1,$1949.83,Up to AMD Ryzen AI 9 HX PRO 370,Up to 64 GB,Up to 1 TB,Intel Graphics ,16 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,16 Plus Laptop,$1649.99,Up to Intel Core Ultra 9 288V,Up to 32 GB,Up to 2 TB, AMD Radeon Graphics ,16 2K Touch screen,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Latitude 5350 Laptop or 2in1,$1649.00,Up to Intel Core Ultra 7 165U,Up to 32 GB,Up to 512 GB,Intel Arc Graphics ,14 WUXGA Touch screen,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Latitude 3340 Laptop or 2in1,$917.98,Up to Intel Core i5 1345U,Up to 16 GB,Up to 1 TB, AMD Radeon Graphics ,17.3 FHD,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Latitude 7455 Laptop,$2019.00,Up to Qualcomm Snapdragon X Elite ,Up to 32 GB,Up to 1 TB,Intel Graphics ,14 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Latitude 7030 Rugged Extreme Tablet,$3429.00,Up to Intel Core i7 1260U,Up to 32 GB,Up to 2 TB, AMD Radeon Graphics ,16 2K,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,Chromebook 3120 Laptop or 2in1,$467.03,Up to Intel N100,Up to 8 GB,Up to 64 GB,Intel Graphics ,16 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
Dell,16 Plus Laptop,$1199.99,Up to AMD Ryzen AI 7 350,Up to 32 GB,Up to 1 TB,AMD Radeon 680M Graphics,14 WUXGA,Windows 11 Pro,https://multimedia.bbycastatic.ca/multimedia/products/500x500/192/19270/19270349.jpg
HP,15fc0064ca Laptop with Bonus Wireless mouse,$699.99,AMD Ryzen 5 7520U,16 GB RAM,512 GB SSD,Intel Graphics ,14 WUXGA,Windows 11 Home,https://www.hp.com/ca-en/shop/Html/Merch/Images/85U40UA-ABL_5_1750x1285.jpg
HP,15fc0074ca Laptop with Bonus Wireless mouse,$999.99,AMD Ryzen 7 7730U,16 GB RAM,1 TB SSD,Intel Graphics ,14 WUXGA Touch screen,Windows 11 Home,https://www.hp.com/ca-en/shop/Html/Merch/Images/c08524193_390x286.jpg
HP,17cn3014ca Laptop with Bonus Wireless mouse,$999.99,Intel Core i5 1334U,16 GB RAM,1 TB SSD, AMD Radeon Graphics ,15.6 FHD,Windows 11 Home,https://hp.com/ca-en/shop/Html/Merch/Images/c08464743_1750x1285.jpg
HP,OmniBook X Flip 16AR0004CA Next Gen,$1199.98,AMD Ryzen AI 5 340,16 GB RAM,512 GB SSD,Intel UHD Graphics ,14 diagonal FHD touch display,Windows 11 Home,https://www.hp.com/ca-en/shop/Html/Merch/Images/962Z9UA-ABL_390x286.jpg
HP,15FD1004CA,$1099.99,Intel Core 7 150U,16 GB RAM,1 TB SSD,Intel Graphics ,14 WUXGA Touch screen,Windows 11 Home,https://www.hp.com/ca-en/shop/Html/Merch/Images/c08505298_390x286.jpg
HP,Envy x360 2in1 Laptop 16ac0010ca,$1429.99,Intel Core Ultra 5 125U,16 GB RAM,512 GB SSD,Intel Graphics ,16 2K,Windows 11 Home,https://www.hp.com/ca-en/shop/Html/Merch/Images/7X7B5UA-ABL_390x286.jpg
HP,Omnibook 7 Flip 16au0010ca Laptop,$1799.99,Intel Core Ultra 7 256V,16 GB RAM,1 TB SSD,Intel Graphics ,16 2K Touch screen,Windows 11 Home,https://www.hp.com/ca-en/shop/Html/Merch/Images/7X979UA-ABL_390x286.jpg
HP,OMEN MAX 16ah0070ca Gaming Laptop,$3799.97,Intel Core Ultra 9 275HX,32 GB RAM,1 TB SSD, AMD Radeon Graphics ,16 2K,Windows 11 Home,https://www.hp.com/ca-en/shop/Html/Merch/Images/c09039264_390x286.jpg
HP,Victus 15fb3030ca Gaming Laptop,$1399.98,AMD Ryzen 7 8845HS,16 GB RAM,1 TB SSD,Intel IrisÂ® Xáµ‰ Graphics ,15.6 FHD Touch screen,Windows 11 Home,https://www.hp.com/ca-en/shop/Html/Merch/Images/c08515025_1750x1285.jpg
HP,Victus 15fb3040ca Gaming Laptop,$1599.98,AMD Ryzen 9 8945HS,16 GB RAM,1 TB SSD,Intel Graphics ,14 WUXGA,Windows 11 Home,https://www.hp.com/ca-en/shop/Html/Merch/Images/A2PJ5UA-ABL_2_390x286.jpg
HP,OmniBook Ultra 14 inch,$1699.98,AMD Ryzen AI 9 365,32 GB RAM,1 TB SSD,Intel Graphics ,16 WUXGA,Windows 11 Home,https://www.hp.com/ca-en/shop/Html/Merch/Images/7P9V6UA-ABL_1750x1285.jpg
HP,Chromebook 11 G9 Education Edition,$299.00,Intel Celeron N4500,4 GB RAM,32 GB eMMC,Intel Graphics ,17.3 FHD,ChromeOS,https://www.hp.com/ca-en/shop/Html/Merch/Images/7P9V5UA-ABL_390x286.jpg
HP,EliteBook Ultra 14 inch G1q Laptop AI PC,$1349.00,Snapdragon X Elite ,16 GB RAM,512 GB SSD,Intel UHD Graphics ,15.6 FHD,Windows 11 Pro,https://www.hp.com/ca-en/shop/Html/Merch/Images/85U36UA-ABL_1_100x100.jpg
HP,ZBook Firefly 14 inch G11 Mobile Workstation PC,$2499.00,Intel Core Ultra 7 155H,32 GB RAM,1 TB SSD,AMD Radeon 680M Graphics,16 WUXGA,Windows 11 Pro,https://www.hp.com/ca-en/shop/Html/Merch/Images/c08893811_390x286.jpg
HP,ZBook Firefly 14 inch G11 Mobile Workstation PC Wolf Pro,$3299.00,Intel Core Ultra 7 165H,32 GB RAM,512 GB SSD,NVIDIA GeForce RTX 2050 (4 GB),15.6 FHD,Windows 11 Pro,https://www.hp.com/ca-en/shop/Html/Merch/Images/9W3D8UA-ABL_2_390x286.jpg
HP,ZBook Power 16 inch G11 A Mobile Workstation PC,$2349.00,AMD Ryzen 7 8845HS,16 GB RAM,512 GB SSD,Intel UHD Graphics ,14 FHD touch screen,Windows 11 Pro,https://www.hp.com/ca-en/shop/Html/Merch/Images/A1RM8UT-ABA_5_390x286.jpg
HP,EliteBook 840 14 inch G11 Notebook PC,$2849.00,Intel Core Ultra 7 165U,32 GB RAM,512 GB SSD,NVIDIA GeForce RTX 2050 (4 GB),15.6 FHD,Windows 11 Pro,https://www.hp.com/ca-en/shop/Html/Merch/Images/A17J1UA-ABL_1_1750x1285.jpg
HP,ZBook Firefly 14 inch G11 Mobile Workstation PC,$2699.00,Intel Core Ultra 7 165H,32 GB RAM,1 TB SSD, AMD Radeon Graphics ,15.6 FHD,Windows 11 Pro,https://www.hp.com/ca-en/shop/Html/Merch/Images/A17HZUA-ABL_1_1750x1285.jpg
HP,ZBook Firefly 14 inch G11 A Mobile Workstation PC,$2449.00,AMD Ryzen 9 8945HS,64 GB RAM,1 TB SSD, AMD Radeon Graphics ,14 FHD,Windows 11 Pro,https://www.hp.com/ca-en/shop/Html/Merch/Images/A17J0UA-ABL_1_1750x1285.jpg
HP,ZBook Firefly 16 inch G11 Mobile Workstation PC,$2499.00,Intel Core Ultra 7 155U,64 GB RAM,1 TB SSD,Intel IrisÂ® Xáµ‰ Graphics ,14 FHD Touch screen,Windows 11 Pro,https://www.hp.com/ca-en/shop/Html/Merch/Images/85U37UA-ABL_1750x1285.jpg
HP,ProBook 440 14 inch G11 Notebook PC,$1429.00,Intel Core Ultra 7 155U,16 GB RAM,512 GB SSD,Intel UHD Graphics ,15.6 FHD,Windows 11 Pro,https://www.hp.com/ca-en/shop/Html/Merch/Images/c08524193_390x286.jpg
HP,ZBook Firefly 14 inch G11 Mobile Workstation PC,$2849.00,Intel Core Ultra 7 165U,32 GB RAM,1 TB SSD,Intel Graphics ,16 WUXGA,Windows 11 Pro,https://www.hp.com/ca-en/shop/Html/Merch/Images/c08915948_390x286.jpg
HP,ZBook Firefly 14 inch G11 Mobile Workstation PC,$2499.00,Intel Core Ultra 7 155H,16 GB RAM,512 GB SSD,Intel Arc Graphics ,14 WUXGA Touch screen,Windows 11 Pro,https://www.hp.com/ca-en/shop/Html/Merch/Images/c08975556_390x286.jpg
